1.233719813,2.420388205
0.9821187337,2.8584427
-4.160259992,4.319311919
7.951548165,6.739904857
-9.596606945,54.36295072
-9.659823983,43.76965562
4.458401507,41.34230225
-0.4254719998,1.726647061
6.67275389,34.4180753
3.098011621,3.873512227
-5.362546782,35.61475312
-1.025338021,2.999219037
0.009130394872,0.2675174251
-4.038627084,4.911371686
-5.077523026,8.262341957
-9.567006445,58.17308578
-4.905791479,4.896950161
-2.875360583,3.640419547
-8.536380063,7.890716443
5.630859147,5.976007444
9.538161593,8.335503481
-2.977779908,4.396040503
-4.799645687,4.674565196
9.710823158,7.169899643
3.658246494,4.67436343
2.875803425,7.792663519
9.488263819,8.367445602
-3.80573479,13.06361061
7.426190229,7.217140484
0.8034092303,6.079866787
6.923368695,9.609224782
6.607777532,43.68549235
-1.579426174,23.02497896
-3.646814246,28.34250533
2.336680999,21.213838
4.508633274,42.60168523
1.584103612,3.308551081
4.966755418,6.797146351
-4.222338454,4.440037421
4.295522789,23.82006543
-6.594288972,6.69557094
9.318277578,7.261263733
4.992454218,6.222857573
-4.894434446,4.828160153
-5.486713182,46.92507907
-2.445437517,4.189877574
-1.401116636,20.64204349
-7.661022731,38.78455441
4.018523231,5.795022664
5.691932603,5.60845894
-8.591499558,7.660206331
-9.321180286,39.59458719
7.748255687,6.161021861
7.26400917,6.036882126
-6.207815089,5.335881358
-6.990911511,6.990639493
-4.554871749,5.717301234
0.09494146981,1.225040145
-7.966364709,8.621079336
5.094602029,4.987844878
-6.764525662,5.675517438
-0.4963782812,1.915017548
4.710298732,24.23725314
-1.503978632,24.62648948
0.007573701203,0.2423967486
-2.811943842,3.561527503
-5.056407142,7.520899655
5.808281681,5.124689583
5.451976255,6.276162031
2.608671766,27.37443754
4.176710188,12.42410862
5.106183135,4.928358196
4.155911924,11.06800079
-9.176209276,18.3648288
-7.678367052,36.00973256
9.627707344,7.839849161
5.868203658,5.177464795
-3.912863098,7.580370553
5.536108706,6.355114667
8.044218333,9.026099039
-1.904478743,5.501890012
0.04825726253,0.7105105625
5.815008018,5.117275944
-9.808733669,20.62797819
1.305294986,2.677203815
1.569981404,3.326899472
-2.411545412,4.068370312
2.091330701,5.65191411
3.864059192,4.192174911
-5.634047825,36.96376479
4.618597134,35.30139352
0.8290028225,5.364711625
-6.891863898,5.714377964
-2.284847564,3.461226386
1.20416007,2.345633712
-7.380617886,44.51064472
-6.074366231,5.607619601
9.662847727,7.55719215
-5.329898588,31.11977628
2.203962651,10.48889737
